graph_id,graph_id_2
KA17018068,TA1307000113
13243,chargingstx4
KA1503000043,KA1503000034
KA1503000012,13338
TA1309000018,13059
13133,13085
TA1309000025,TA1306000016
TA1308000029,TA1309000019
KA1504000116,636
TA1306000002,13150
18022,13430
TA1305000005,TA1305000025
TA1307000120,13353
13045,TA1305000005
TA1309000004,13156
KA1504000133,13192
13061,TA1305000014
TA1309000051,20239
13229,13063
13259,15642
13075,TA1308000046
13409,KA1504000101
13021,13265
KA1504000106,15667
SL-010,15535
TA1308000036,KA1503000004
637,TA1308000031
13068,TA1307000163
TA1308000001,TA1305000022
KA1503000075,KA1503000059
TA1305000017,637
TA1308000031,13008
657,13154
TA1309000023,13278
TA1309000030,13146
TA1307000070,KA1504000114
TA1307000143,TA1306000006
13045,WL-011
KA1504000159,13109
20252.0,TA1307000166
TA1306000029,TA1307000120
15599,651
TA1305000020,TA1309000030
653B,
15534,20246.0
KA1504000147,
15615,431
654,13028
13206,13132
20246.0,13241
13011,13241
13332,SL-010
TA1305000025,13146
,13099
13224,TA1307000001
13073,TA1307000120
WL-012,13056
13156,TA1309000032
KA1706005015,15643
388,18062
13157,638
13053,TA1307000061
TA1309000023,13325
13319,TA1307000138
13427,637
TA1305000011,638
TA1308000022,15575
13158,TA1306000029
TA1308000013,TA1307000121
18017,13194
LP-,21544
KA1504000104,13292
13259,TA1305000029
15529,TA1306000003
TA1307000066,15692
TA1305000030,TA1309000002
13144,13021
KA1503000015,13021
KA1503000073,KA1503000071
15648,TA1308000005
TA1307000130,13332
KA1503000019,KA1503000054
598,15576
13292,
KP1705001026,13144
TA1307000113,TA1307000127
TA1307000119,TA1307000039
TA1309000014,TA1307000144
TA1309000026,TA1305000032
21544,22001
KA1503000034,KA1504000135
13132,13134
KA17018068,KA1503000022
KA1504000116,TA1309000036
13434,TA1306000012
13241,TA1307000126
TA1307000158,435
TA1305000005,TA1307000128
13045,624
TA1306000003,13053
13154,KA1504000079
13206,TA1309000008
13265,637
TA1309000026,13294
654,TA1305000035
13193,TA1306000026
13021,SL-008
13037,13139
TA1305000006,TA1309000030
TA1308000001,KA1504000146
SL-008,TA1305000034
TA1305000041,13259
13102,TA1309000002
,505
13008,13045
18058,WL-012
TA1306000007,TA1306000011
13217,13091
13338,TA1305000011
E002,KA1504000175
LF-005,TA1306000003
13179,RN-
TA1305000041,KA1504000104
13194,TA1307000120
TA1308000029,TA1305000025
13265,331
13006,TA1306000003
331,13196
KA1503000040,13331
TA1308000005,13154
TA1305000022,TA1309000049
13137,SL-006
TA1307000159,13050
13016,13427
15632,13154
TA1305000003,LF-005
TA1305000020,TA1306000032
13229,TA1306000016
15655,15530
TA1308000001,KA1503000064
TA1306000013,TA1307000061
chargingstx4,TA1305000035
TA1305000003,13034
TA1307000113,TA1307000064
638,13028
15623,KA1706005015
18017,TA1307000166
13325,13158
13137,13085
KA1503000044,TA1305000006
TA1308000022,021320
TA1309000025,13063
TA1305000022,TA1306000010
13001,13022
17660,13241
13137,TA1305000034
chargingstx4,13028
TA1309000064,13061
13008,SL-013
SL-008,SL-006
16916,16918
TA1308000050,13061
WL-012,TA1309000036
TA1307000039,13136
KA1503000012,13427
KA1503000015,TA1305000017
13427,13345
13042,TA1306000014
TA1305000009,TA1305000011
638,TA1305000035
13196,13017
13028,13157
KA1706005007,TA1306000002
TA1305000030,13137
KA1504000156,TA1307000107
518,638
15632,TA1307000113
TA1305000004,TA1308000026
SL-005,TA1306000003
13063,TA1305000039
13137,TA1309000058
13221,18022
TA1308000019,TA1309000035
13278,13050
13138,TA1307000131
TA1308000049,13191
13016,13285
TA1305000030,TA1307000038
15550,638
WL-012,TA1305000003
13427,TA1307000151
RP-005,RP-006
SL-007,13075
TA1308000029,TA1307000128
KA1504000151,KA1504000156
KA1503000043,13068
16932,16932
632,TA1307000127
TA1305000003,13341
13162,TA1309000067
13323,TA1307000149
TA1307000117,KA1503000034
TA1309000066,TA1307000127
TA1307000120,SL-007
TA1309000061,13192
632,TA1308000021
,TA1305000010
TA1308000050,TA1306000006
13266,TA1309000036
TA1309000021,202480.0
KA1504000126,13292
KA1504000079,TA1309000023
TA1309000066,TA1308000021
TA1309000021,13278
TA1306000029,15632
WL-012,TA1307000117
TA1307000134,15623
15546,TA1307000117
15530,13037
13265,TA1307000151
TA1307000149,KA1504000151
,427
TA1306000003,13016
TA1308000006,13271
TA1309000032,TA1309000007
TA1309000024,13241
13042,TA1305000029
WL-012,636
16951,16950
15535,KA1504000079
657,TA1306000013
TA1308000019,16921
KA1504000133,13221
23003,13008
13075,TA1309000053
TA1307000039,623
15645,13266
E008,E007
TA1306000006,13133
TA1307000062,13068
KA1504000104,15668
624,13307
13289,
13071,KA17018068
TA1305000022,WL-012
KA1504000167,KA1504000160
15544,SL-006
13179,13213
13221,631
13108,KA1504000160
TA1309000061,TA1309000025
13326,13037
18069,
TA1305000041,TA1309000059
13196,638
18017,15535
13257,15651
13216,TA1307000048
13001,TA1308000006
TA1308000049,TA1305000020
435,432
KP1705001026,TA1306000032
13075,SL-013
18058,TA1306000010
WL-011,KP1705001026
TA1309000037,KA1503000046
,KA1504000161
TA1307000039,TA1307000041
KA1503000022,KA1504000146
TA1309000058,KA1504000079
TA1309000011,TA1309000067
TA1309000021,13325
TA1306000026,632
13155,13061
TA1306000009,13430
13071,chargingstx1
13137,20251.0
13071,KA1503000072
18067,021320
TA1305000022,13290
SL-011,WL-008
636,13071
TA1307000111,WL-008
TA1305000034,13089
13137,TA1309000043
KA17018068,TA1307000052
15642,13253
KA1503000070,KA1503000023
KA1503000034,TA1305000003
15575,15651
21544,TA1306000006
657,13221
KA1503000012,13249
KA1503000002,KA1503000018
KA1504000171,15624
654,13409
TA1305000011,KA1504000116
13071,TA1309000035
TA1307000134,13058
13253,KA1504000149
18058,13332
KA1504000090,13136
WL-011,TA1305000025
13323,TA1306000014
TA1307000061,TA1309000024
TA1306000014,15632
15628,15632
TA1308000005,13192
SL-005,TA1305000010
655,13108
523,KA1504000155
13034,TA1305000030
KA1504000135,
TA1305000006,KA1503000012
KA1503000075,KA1503000071
13135,13243
15534,15534
623,KA1504000133
KA1503000034,TA1307000117
TA1305000022,13164
,13398
TA1308000026,TA1305000004
SL-008,TA1309000043
TA1305000009,SL-011
TA1308000019,13143
13132,TA1305000037
TA1307000138,20252.0
TA1306000007,13034
636,15550
516,516
TA1309000058,13146
TA1309000026,13253
13138,13354
15545,TA1308000009
TA1307000039,13263
TA1307000156,TA1307000134
,431
15541,TA1309000024
13276,13323
20252.0,TA1307000150
KA1503000022,TA1307000140
13075,13215
15632,TA1309000025
TA1309000036,13059
chargingstx5,13319
13221,13132
TA1307000117,KA1503000041
,972
15535,13146
22001,TA1305000020
13266,13109
TA1309000059,13058
658,TA1308000006
SL-012,13006
13034,13157
623,TA1305000004
13271,TA1307000166
SL-010,15544
15539,TA1307000061
TA1308000049,15530
KA1503000001,KA1503000009
TA1307000120,TA1306000032
836,832
13058,637
TA1307000143,22001
653B,TA1309000063
23003,RN-
,KA1504000113
TA1306000032,331
15668,644
16906,16906
KA1504000155,KA1504000175
TA1309000019,TA1305000032
TA1306000002,13050
654,657
TA1307000001,TA1306000032
TA1309000043,TA1307000064
TA1305000011,TA1305000002
KA1503000044,15535
TA1305000003,TA1306000011
20229,TA1308000035
13163,SL-008
13143,TA1308000031
KA1503000043,13158
13157,TA1309000064
TA1309000023,TA1306000003
chargingstx4,13058
13128,TA1307000064
TA1305000030,13138
13050,TA1307000136
TA1305000032,13432
TA1309000023,TA1307000142
13033,TA1307000062
TA1307000062,13036
13139,13075
20246.0,13053
13011,13053
KA1503000043,TA1306000012
,TA1309000015
13059,15575
KA17018068,13221
637,13134
13290,TA1306000029
WL-011,TA1307000128
13179,13008
TA1305000025,SL-012
TA1308000001,TA1307000140
TA1307000062,21544
TA1307000140,445
13135,13160
21544,13224
TA1309000024,13016
13323,TA1305000029
KA1504000146,13137
13379,LF-005
TA1308000019,KA17018068
TA1305000006,643
KA1503000041,13053
chargingstx0,TA1307000006
TA1309000064,13292
TA1305000006,13353
657,TA1307000052
18067,13058
TA1307000115,13269
TA1305000003,15529
TA1309000001,TA1305000029
13050,15534
13430,TA1307000120
TA1308000029,KP1705001026
202480.0,TA1307000163
SL-008,KA1503000044
632,TA1307000151
439,439
KA1503000064,TA1307000119
13224,TA1309000061
TA1305000022,13332
TA1307000005,13217
13021,TA1306000008
331,13045
20257.0,TA1306000026
TA1306000003,13241
KA1503000072,TA1305000032
341,
13296,TA1307000041
KA1503000044,TA1309000010
TA1309000061,TA1307000113
13338,TA1309000033
13058,TA1305000032
13229,TA1308000049
15624,TA1309000026
18058,13290
KA1503000043,13036
13191,13146
18067,13080
13271,13253
TA1306000012,KA1503000034
TA1305000034,TA1306000009
TA1307000062,TA1306000012
638,13163
624,SL-007
13045,
15539,TA1306000009
TA1306000007,13341
KA1503000043,21544
13249,TA1309000066
TA1309000026,TA1307000166
13133,13430
620,RN-
22001,13191
13050,658
RP-007,15578
15443,15445
KA1503000038,TA1307000129
13213,TA1307000151
15575,15578
13081,TA1309000007
13061,620
13042,13034
570,13398
TA1307000131,TA1306000029
TA1307000151,TA1307000039
567,567
13022,13029
KA1504000146,KA1504000160
TA1305000025,KA1504000079
13247,SL-010
TA1305000020,643
TA1307000130,TA1306000010
15622,13134
KA1504000141,KA1504000141
KA1503000022,TA1308000019
13063,TA1309000041
TA1307000117,21544
TA1305000020,13353
TA1306000009,TA1305000034
TA1306000016,TA1309000049
13277,13058
TA1308000019,TA1307000001
TA1307000128,TA1307000142
13080,15539
15643,TA1307000144
13071,13243
TA1309000014,13059
13268,TA1307000126
KA1504000104,13061
TA1307000117,13036
13341,13157
15655,13271
TA1307000128,TA1306000003
15530,13193
638,chargingstx3
TA1306000009,TA1309000058
TA1307000139,13022
chargingstx4,KA1504000133
SL-010,TA1305000006
13196,KA1504000116
SL-005,13099
TA1305000039,13136
KA1504000139,TA1308000031
13248,
RN-,TA1306000009
13323,13229
15544,TA1305000009
TA1307000130,TA1307000121
TA1309000030,KA1504000079
TA1308000005,TA1307000052
643,632
13084,
13102,13138
TA1307000120,13285
TA1307000052,TA1307000041
TA1308000050,22001
KA1504000134,TA1307000061
15624,TA1307000149
638,KA1504000133
13289,TA1305000005
WL-008,TA1309000055
13288,438
TA1307000163,TA1308000019
TA1307000117,TA1306000012
930,KA1504000161
KA17018068,TA1309000025
TA1307000126,13137
chargingstx4,chargingstx3
TA1307000107,TA1307000119
TA1305000006,SL-007
13006,15542
,KA1706005015
13154,13146
TA1309000039,15654
TA1307000117,13158
KP1705001026,KA1503000012
425,TA1305000002
KA1504000133,15634
13221,TA1307000064
TA1306000012,TA1307000134
TA1307000142,13061
15534,13022
15685,KA1504000110
SL-009,TA1306000009
TA1307000166,TA1306000015
15545,TA1307000129
KA1504000143,13248
13326,13075
13341,TA1305000030
KA1503000015,SL-009
13108,LF-005
TA1309000007,13300
13068,13245
13134,TA1305000020
13235,13084
15545,13001
TA1307000061,TA1307000131
13389,
13133,13268
15530,TA1307000039
638,13409
KA1503000072,331
624,KA1503000012
TA1309000024,TA1307000149
SL-011,13042
13139,KA1504000101
13257,13288
TA1305000020,KA1503000012
TA1309000011,KA1503000054
KA1503000043,KA1503000041
TA1308000005,13221
KA1706005015,KA1504000126
chargingstx4,657
13058,331
TA1309000032,TA1308000031
TA1309000010,TA1305000011
13325,TA1309000027
TA1307000044,SL-013
13132,15667
15651,13243
TA1306000014,13257
RN-,TA1307000061
13338,13269
KA1504000134,TA1306000009
13138,TA1308000050
TA1307000151,13193
554,16937
13196,TA1305000002
13137,13430
13243,16991
13081,KA1503000043
TA1307000160,
13289,WL-011
TA1307000151,13075
TA1306000015,TA1307000041
546,KA1503000066
13217,chargingstx4
KA1504000129,
SL-008,TA1305000009
15686,KA1504000109
TA1306000007,18003
TA1307000039,13033
TA1305000003,13006
TA1307000113,TA1307000151
KA1504000133,TA1309000039
15685,332.0
TA1308000006,15530
KA1504000106,13135
TA1305000002,13191
KA1504000151,13059
KA1503000074,TA1307000048
15550,TA1305000002
KA1504000158,TA1309000023
13071,TA1305000039
TA1307000134,KA1504000133
18067,657
13128,TA1309000008
TA1307000115,TA1309000033
15576,LF-005
TA1306000029,TA1309000019
TA1309000001,TA1308000014
TA1309000036,20246.0
TA1305000032,13265
13266,15650
TA1309000019,331
TA1307000134,chargingstx3
TA1306000032,TA1305000032
TA1309000058,chargingstx4
TA1307000062,KA1503000041
15550,TA1309000064
15578,15576
TA1307000111,18062
SL-011,18062
13133,KA1503000044
13146,TA1309000023
13338,TA1306000016
13061,13303
13011,13016
TA1308000001,TA1308000019
13256,13256
KA1504000139,15644
TA1307000159,13150
KA1504000106,13134
KA1504000080,KA1504000164
LP-,TA1307000134
TA1305000041,TA1307000070
SL-008,13430
13050,13022
15535,chargingstx4
13037,KP1705001026
TA1307000163,TA1309000029
KA1503000041,13016
chargingstx4,13409
TA1309000039,KA1503000064
13224,TA1307000163
TA1307000151,13242
TA1307000130,WL-012
202480.0,TA1309000061
15541,TA1307000131
322,
TA1307000041,KA1504000080
TA1307000121,20246.0
KA1504000142,KA1706005015
TA1306000010,TA1305000014
WL-012,13224
13278,13071
658,KA1504000140
TA1306000026,TA1305000025
KA1503000072,15535
13300,TA1309000043
KA17018068,15634
13073,13257
TA1308000005,TA1307000166
15650,13258
TA1309000025,KA1504000151
13074,655
13379,TA1309000002
SL-010,TA1306000013
13028,420
TA1309000025,13269
TA1309000012,TA1305000041
15530,TA1306000026
13058,15535
636,TA1305000014
TA1306000012,TA1306000012
16937,15446
TA1305000020,13285
13294,13268
15640,TA1309000026
TA1306000026,TA1307000061
TA1309000019,TA1307000127
TA1309000014,TA1307000136
15667,15691
TA1307000120,KP1705001026
KA150400009X,15624
620,13016
TA1307000066,13068
TA1307000142,638
13056,13028
13192,13276
15576,TA1309000041
15529,KA1504000079
,425
TA1308000019,TA1307000163
18003,TA1309000058
13001,KA1503000071
TA1307000041,KA1504000133
20246.0,TA1306000011
TA1306000016,TA1309000006
TA1308000021,TA1308000021
1038,1038
TA1308000019,13243
KA1504000142,13278
598,515
13033,KA1503000041
13011,TA1306000011
13430,TA1307000128
TA1305000032,TA1308000029
13029,KA1503000012
TA1305000034,TA1308000005
13135,13304
TA1306000009,TA1309000043
13206,TA1309000010
13245,637
13235,chargingstx5
KA1706005007,13056
TA1309000050,TA1307000039
506,504
,chargingstx4
605,523
624,13427
13154,TA1306000003
KA1504000175,13146
657,13194
KA1504000164,460
KA1503000041,TA1306000011
TA1305000041,13158
RP-002,KA1504000156
TA1306000025,SL-010
KA1504000104,638
23003,TA1309000061
KA1504000079,TA1305000020
TA1307000136,TA1307000111
TA1309000024,RN-
658,TA1307000134
13216,13345
KA1504000116,13050
TA1308000049,KA1504000117
13325,13323
13217,13215
515,596
TA1309000039,TA1305000011
15539,TA1305000017
KA150400009X,TA1309000014
15446,13164
13143,KA1503000043
TA1309000064,TA1306000002
15645,13068
KP1705001026,13427
KA1504000149,TA1305000041
15632,13253
TA1305000006,TA1305000034
TA1307000131,13008
13221,13242
TA1309000003,13285
15642,KA1504000090
13341,TA1305000041
TA1308000021,13132
TA1308000031,13053
13196,22001
TA1309000024,TA1305000029
TA1308000019,TA1305000039
TA1307000144,TA1309000050
,15542
20118,20118
13063,TA1309000035
331,23003
TA1307000138,13268
331,TA1307000126
13028,TA1307000131
KA1504000103,13061
15585,15585
623,KA1503000074
TA1309000061,TA1307000052
13146,TA1309000032
TA1306000014,632
15628,632
TA1307000064,13235
15648,13268
TA1306000009,TA1309000004
TA1309000058,13196
TA1306000002,TA1307000066
TA1309000004,15545
TA1309000004,TA1305000011
13080,13192
TA1305000003,18003
RN-,13021
SL-011,KA1504000104
15529,TA1307000142
TA1305000003,TA1307000149
TA1305000037,13034
435,15640
TA1306000009,KA1503000044
13430,TA1305000025
TA1305000030,13006
13021,13221
TA1309000004,654
KA1504000114,13132
TA1308000029,13338
,13278
13290,TA1305000001
TA1309000026,TA1309000021
20204,1031
13001,13036
13179,TA1307000006
,202480.0
13058,TA1309000008
15470,KA1503000065
13206,13081
KA1504000101,2059
15654,517
620,TA1309000061
596,604
TA1307000039,TA1309000007
KA1504000133,TA1307000138
13266,13224
TA1306000025,15530
TA1306000014,13338
13108,TA1309000041
15535,13196
13080,TA1305000032
13017,KA1503000015
TA1305000014,TA1308000001
TA1309000033,13292
13430,TA1307000061
TA1308000013,TA1306000010
15539,13021
KA1504000143,TA1307000111
TA1306000007,13229
TA1307000166,TA1309000058
KA1503000043,TA1307000070
13006,TA1307000142
TA1309000029,13229
20246.0,RN-
658,20246.0
KA1504000149,TA1308000019
13011,RN-
LF-005,TA1307000142
TA1307000064,13325
13071,13143
13109,13271
15541,TA1308000050
13021,13432
15578,13389
TA1307000006,TA1308000019
TA1307000163,TA1309000033
13217,15443
13138,TA1307000130
13029,TA1309000004
KA1504000134,TA1308000005
TA1309000061,TA1307000138
13163,13331
21544,13017
KA1503000059,TA1309000002
13021,TA1307000039
13133,13144
TA1305000020,TA1305000034
KA1503000041,RN-
TA1305000034,13021
TA1307000124,SL-013
13029,KA1503000044
TA1307000115,TA1308000049
TA1307000117,13266
13071,13137
TA1307000158,TA1305000014
TA1309000027,15575
13269,13058
chargingstx0,TA1309000061
13268,433
TA1309000063,KA1503000031
TA1307000150,TA1307000151
13160,13037
TA1305000020,13085
514,519
13028,KA1504000103
20252.0,TA1309000039
13033,13158
TA1306000009,TA1306000015
LP-,13022
TA1309000049,22001
15535,TA1306000003
13259,13229
13229,13269
534,
TA1309000010,TA1305000022
TA1309000041,13277
TA1307000156,TA1307000144
chargingstx1,TA1306000008
TA1307000061,TA1308000050
,LP-
KA1503000073,KA1503000052
20112,20109
TA1306000012,TA1308000006
SL-005,TA1307000142
RP-005,KA1504000175
KA1504000133,13265
KA1503000022,TA1309000033
TA1307000041,KA1504000171
637,13033
TA1305000041,KA1503000041
KA17018054,TA1305000034
TA1307000124,13045
TA1309000036,TA1307000136
13160,13132
18003,TA1306000009
13269,
TA1309000007,TA1305000005
TA1306000026,TA1309000019
13278,443
636,13150
KA1503000012,TA1309000030
RP-009,15621
637,18067
TA1307000006,TA1309000029
13080,TA1305000006
TA1305000029,15578
SL-007,13193
13216,13162
LF-005,KA1504000079
439,15632
SL-011,13102
TA1305000011,22001
13193,TA1307000064
SL-010,15539
KA17018068,13253
TA1309000007,WL-011
TA1307000150,13345
TA1308000001,TA1309000033
13338,13247
TA1308000001,TA1305000030
KA1504000116,13224
TA1305000030,chargingstx1
TA1305000030,KA1503000072
13144,13268
18062,18062
13430,TA1309000019
TA1307000041,
KA1706005015,KA1504000096
TA1305000004,13263
KA1504000143,chargingstx5
KA1503000054,575
TA1307000150,TA1309000012
TA1306000009,KA1503000012
13263,KA1503000015
395,
TA1307000121,TA1308000013
13179,13296
13056,13191
13011,TA1305000029
15655,13258
13154,13196
20246.0,TA1305000029
13288,KA1504000104
TA1306000012,13022
TA1306000011,SL-011
,13146
WL-012,13050
TA1307000128,13134
TA1309000035,TA1307000113
13108,TA1309000002
TA1307000149,TA1306000016
,504
16994,
660,TA1307000144
594,557
13303,KA1503000015
TA1305000006,13427
13341,13354
TA1305000030,15529
TA1306000011,13011
13276,KA1503000034
KA1503000041,TA1305000029
TA1307000041,13058
TA1309000058,TA1307000158
13191,TA1306000003
TA1308000005,13194
13430,13139
13221,TA1307000151
KA1504000117,KA1503000043
TA1309000029,13241
TA1308000036,
13278,TA1309000036
SL-005,KA1504000079
20254.0,TA1305000020
TA1309000007,624
13432,13353
20256.0,20254.0
13144,TA1309000058
TA1308000050,638
TA1306000025,13028
15642,TA1307000127
TA1309000004,TA1305000022
13136,13133
KA1503000015,TA1309000058
TA1305000017,TA1309000008
TA1307000006,13277
chargingstx1,13193
13017,
TA1306000012,20246.0
13016,KP1705001026
13143,13288
TA1307000120,SL-006
13430,TA1309000042
KA1504000117,13033
TA1309000064,638
13278,TA1305000014
13163,13075
13276,KA1503000041
TA1305000003,TA1307000038
KA1503000044,TA1306000013
631,TA1307000130
13006,13146
TA1309000001,13216
13307,TA1309000003
13221,13081
15628,TA1309000066
TA1307000150,TA1308000021
627,
LF-005,13146
KA1504000146,TA1309000041
SL-006,KA1706005007
TA1305000004,623
TA1307000120,13085
TA1305000006,TA1305000009
TA1307000001,13085
TA1307000139,KA1503000071
TA1306000029,TA1307000128
620,13245
KA1504000104,TA1305000002
KA1503000072,TA1307000150
13242,TA1305000041
13132,TA1308000031
TA1305000011,13197
KA1503000012,13353
13434,KA1503000034
TA1305000003,644
13063,KA1504000160
15667,
13016,13353
13056,SL-010
13033,13068
SL-010,TA1305000032
TA1305000022,TA1309000006
13389,13319
KA1504000171,TA1308000046
13191,LP-
13008,SL-012
13034,KA1504000103
518,17660
SL-005,13146
TA1309000026,TA1307000127
KA1503000034,13050
TA1305000002,13217
15644,TA1309000036
TA1307000158,443
13427,TA1309000008
515,523
13341,13276
TA1307000144,TA1308000047
TA1309000019,TA1307000150
TA1307000160,KA1503000013
TA1306000013,13021
13323,RP-005
TA1306000008,TA1308000019
TA1309000024,13034
TA1305000014,13058
13156,TA1305000005
13265,TA1309000008
TA1307000111,15640
TA1306000010,13150
13192,13156
TA1305000022,15534
,KA1504000079
KA1503000012,KP1705001026
TA1305000006,13430
TA1307000006,13276
13136,
TA1305000003,13229
13430,13257
SL-010,13192
TA1307000111,TA1307000062
605,596
TA1307000038,KA1503000043
TA1308000050,13017
13156,WL-011
637,KA1503000043
TA1305000032,13206
13084,13319
13276,TA1309000059
15542,13138
13108,15622
21544,KA1504000093
15666,13134
TA1307000111,13074
TA1309000061,13154
13265,15535
TA1309000053,TA1305000001
472,TA1309000061
KA1503000005,13266
TA1309000008,TA1307000120
KA1504000135,13300
TA1308000043,13215
TA1308000022,13271
chargingstx1,TA1307000039
WL-012,15668
13081,13136
,KA1503000070
13155,638
TA1306000015,TA1309000007
TA1305000017,TA1309000010
TA1309000010,TA1308000049
15539,SL-009
KA1503000007,TA1309000067
TA1305000035,13037
590,15615
13353,TA1306000026
520,KA1504000148
13150,13073
SL-007,15541
TA1305000032,SL-008
15470,KA1503000014
13133,KA1503000012
,594
527,KA1504000155
15550,17660
657,13265
13294,TA1306000009
TA1309000036,TA1307000134
TA1306000008,TA1309000029
15470,13420
13258,TA1305000032
KA1504000079,TA1309000032
13427,15535
TA1305000041,TA1309000027
13022,TA1306000029
RP-008,15575
TA1309000024,13341
,15443
13194,13338
13056,15530
202480.0,13243
TA1305000039,15651
TA1307000070,13016
15529,13278
13157,13155
13243,23003
TA1306000026,TA1309000042
202480.0,13128
TA1309000036,KA1504000140
KA1504000116,KA1504000135
13271,TA1307000127
TA1309000058,LP-
13196,17660
TA1307000139,TA1308000013
23001,18062
,TA1307000142
KA1504000093,13022
TA1307000166,TA1309000004
SL-010,637
KA1504000104,TA1306000002
13235,KA1504000128
TA1306000002,TA1307000117
,TA1306000003
657,TA1305000006
13156,624
517,15654
13258,KA1504000090
13001,KA1503000059
TA1309000025,20253.0
13042,TA1307000149
KA1504000133,TA1308000029
,13091
TA1307000126,15642
13075,SL-012
TA1309000006,624
13249,15632
13134,KA1504000117
13427,TA1309000010
452,452
13053,TA1307000120
,510
13158,TA1309000061
TA1307000140,KA1504000080
18058,658
13192,TA1305000041
KA1503000044,KA1504000134
15615,KA1504000161
SL-010,331
KA1504000151,TA1307000134
13242,TA1309000029
KA1503000011,KA1503000011
13011,13034
18017,KA1504000090
KA150400009X,15645
KA1503000065,TA1307000164
13242,15653
TA1309000004,TA1309000033
13341,KA1504000103
13080,TA1309000039
13196,13197
SL-006,TA1307000131
15535,15542
TA1309000035,13221
13389,13300
TA1309000039,13063
TA1307000120,13427
13224,TA1305000039
TA1306000026,15632
TA1307000150,639
13193,TA1307000151
TA1307000139,TA1307000005
LP-,13059
KP1705001026,13430
13338,13289
20111,20113
15544,KA1503000012
TA1307000066,TA1307000159
TA1306000032,TA1307000150
KA1503000041,13034
21544,TA1305000003
,646
13303,
SL-009,SL-009
18017,TA1305000032
TA1309000026,15539
KA1504000156,13071
13263,
KA1503000034,13056
13144,TA1306000009
13033,18062
KA1504000076,KA1503000007
,20116
KA17018068,13294
13249,TA1309000042
520,TA1305000003
13034,13276
TA1309000037,TA1308000038
KA1504000133,13154
TA1309000039,TA1309000033
13434,TA1307000070
13034,13277
396,
519,13253
13158,13008
TA1307000140,15623
639,TA1306000032
TA1309000002,TA1305000010
15575,TA1307000041
TA1309000036,13124
KA1504000130,13022
KA1504000080,13144
TA1308000019,TA1306000029
SL-008,TA1306000015
13303,13133
TA1309000043,TA1308000021
13276,21544
TA1309000012,KA1504000146
TA1305000032,13221
TA1305000041,13068
636,636
TA1305000011,TA1306000006
chargingstx5,KA1504000171
TA1309000058,202480.0
13063,KA17018068
TA1307000127,13063
E008,596
13256,13084
TA1309000064,KA1504000141
TA1307000041,TA1308000001
13192,TA1308000019
TA1306000003,RN-
WL-012,KA1504000135
TA1306000029,13338
KP1705001026,TA1305000009
13179,TA1309000026
RN-,SL-009
13063,13137
13139,631
KA1504000141,16994
13162,TA1308000046
KA1503000041,13341
TA1305000025,23003
,16991
624,TA1305000009
13074,KA1504000143
TA1307000070,13053
KA1504000162,15578
TA1309000010,15545
TA1305000041,438
KA1504000126,446
chargingstx0,13296
15575,TA1309000014
13278,13389
TA1307000062,TA1308000006
517,KA1504000151
TA1309000018,TA1307000144
15443,13073
13016,SL-007
13006,chargingstx4
TA1305000014,chargingstx3
13011,13341
18062,21544
LF-005,chargingstx4
573,584
SL-008,KA1503000012
TA1306000003,TA1305000029
18003,TA1309000004
chargingstx5,
13102,LF-005
13432,543
525,TA1307000113
13053,13021
20121,20234
KA1503000038,TA1307000121
TA1309000055,TA1307000139
TA1307000143,13017
636,13303
TA1309000035,TA1307000052
TA1306000002,15550
15646,13242
TA1307000006,KA1504000146
TA1305000032,TA1307000052
KA1503000034,13061
TA1307000120,TA1309000030
,827
TA1307000001,TA1309000030
TA1309000006,TA1309000023
KA1503000038,WL-008
624,13430
TA1305000014,KA1504000133
655,446
13179,13016
TA1305000020,13430
13050,KA1504000156
13132,18067
SL-005,chargingstx4
TA1308000021,TA1309000012
18062,13158
KA1503000012,SL-007
475,17660
13156,TA1309000023
TA1309000027,15623
TA1309000014,TA1307000134
13191,202480.0
,861
15529,13146
13137,KA1503000012
13409,13037
TA1305000030,13160
360,560
TA1309000008,13021
TA1309000021,TA1309000015
TA1308000031,13245
13001,TA1307000134
586,20210
13294,KA1504000175
13193,TA1309000012
KA1503000043,13259
TA1306000008,TA1305000041
15664,15643
20252.0,331
KA1503000002,TA1308000035
TA1308000031,13296
13196,13155
TA1309000033,TA1306000006
13224,13243
KA1504000090,592
KA1504000149,KA1504000146
13036,TA1305000005
18067,TA1305000020
13323,RP-001
TA1307000163,13276
TA1307000149,15621
KA1504000139,15624
13085,15621
021320,KA1504000149
13221,TA1305000032
13206,15535
13134,chargingstx3
TA1307000151,TA1307000064
TA1309000021,TA1309000014
TA1307000126,TA1309000026
13150,TA1306000029
13432,KA1503000044
13045,KA1503000015
13271,TA1309000025
TA1306000010,TA1309000036
543,543
TA1307000163,TA1306000016
TA1309000055,TA1306000025
658,WL-012
13215,15550
15655,18017
13042,TA1307000038
605,660
13137,20252.0
13074,15640
13008,623
TA1305000030,TA1307000001
TA1309000008,TA1307000128
13071,TA1306000029
TA1307000064,TA1307000041
13289,KA1504000133
KA1503000044,TA1309000025
13138,TA1306000025
15576,KA17018068
E007,604
,16918
TA1309000019,KA1504000134
TA1309000033,KA1504000135
13341,13156
KA1504000161,KA1504000097
20252.0,TA1308000021
SL-008,13427
517,RP-008
KA1504000134,13430
13290,13016
